VID,Devicetime,Servertime,"HTML Response","XML Response","Last Posttime",Comment
202376,"2021-07-14 09:40:03","2021-07-14 09:40:05",200,"{""data_failed"":[],""message"":""Success""}","2021-07-14 09:40:13",Update
202264,"2021-07-14 09:39:46","2021-07-14 09:39:52",200,"{""data_failed"":[],""message"":""Success""}","2021-07-14 09:40:04",Update
202354,"2021-07-14 09:39:40","2021-07-14 09:39:45",200,"{""data_failed"":[],""message"":""Success""}","2021-07-14 09:39:52",Update
202278,"2021-07-14 09:40:03","2021-07-14 09:40:07",200,"{""data_failed"":[],""message"":""Success""}","2021-07-14 09:40:14",Update
202194,"2021-07-14 09:27:11","2021-07-14 09:27:58",200,"{""data_failed"":[],""message"":""Success""}","2021-07-14 09:28:19",Update
202325,"2021-07-14 09:39:50","2021-07-14 09:39:53",200,"{""data_failed"":[],""message"":""Success""}","2021-07-14 09:40:04",Update
202091,"2021-07-14 09:35:26","2021-07-14 09:36:42",200,"{""data_failed"":[],""message"":""Success""}","2021-07-14 09:37:01",Update
202612,"2021-07-14 09:40:25","2021-07-14 09:40:28",200,"{""data_failed"":[],""message"":""Success""}","2021-07-14 09:40:33",Update
202587,"2021-07-14 09:39:51","2021-07-14 09:39:55",200,"{""data_failed"":[],""message"":""Success""}","2021-07-14 09:40:06",Update
202160,"2021-07-14 09:40:12","2021-07-14 09:40:17",200,"{""data_failed"":[],""message"":""Success""}","2021-07-14 09:40:26",Update
202487,"2021-07-14 09:40:20","2021-07-14 09:40:24",200,"{""data_failed"":[],""message"":""Success""}","2021-07-14 09:40:33",Update
202379,"2021-07-14 07:17:37","2021-07-14 07:17:40",200,"{""data_failed"":[],""message"":""Success""}","2021-07-14 07:17:44",Update
202042,"2021-07-14 09:18:33","2021-07-14 09:18:35",200,"{""data_failed"":[],""message"":""Success""}","2021-07-14 09:18:46",Update
202492,"2021-07-14 06:55:38","2021-07-14 06:55:41",200,"{""data_failed"":[],""message"":""Success""}","2021-07-14 06:56:03",Update
202321,"2021-07-14 09:39:30","2021-07-14 09:39:35",200,"{""data_failed"":[],""message"":""Success""}","2021-07-14 09:39:42",Update
202067,"2021-07-14 09:39:49","2021-07-14 09:39:52",200,"{""data_failed"":[],""message"":""Success""}","2021-07-14 09:40:06",Update
202099,"2021-07-14 09:32:34","2021-07-14 09:32:58",200,"{""data_failed"":[],""message"":""Success""}","2021-07-14 09:33:09",Update
202018,"2021-07-14 09:37:49","2021-07-14 09:37:57",200,"{""data_failed"":[],""message"":""Success""}","2021-07-14 09:38:11",Update
202016,"2021-07-14 06:36:03","2021-07-14 08:56:37",200,"{""data_failed"":[],""message"":""Success""}","2021-07-14 08:56:53",Update
202022,"2021-07-14 09:29:38","2021-07-14 09:29:41",200,"{""data_failed"":[],""message"":""Success""}","2021-07-14 09:29:52",Update
202147,"2021-07-14 05:41:59","2021-07-14 05:42:02",200,"{""data_failed"":[],""message"":""Success""}","2021-07-14 05:42:20",Update
202536,"2021-07-14 09:40:00","2021-07-14 09:40:02",200,"{""data_failed"":[],""message"":""Success""}","2021-07-14 09:40:14",Update
202546,"2021-07-14 09:40:12","2021-07-14 09:40:15",200,"{""data_failed"":[],""message"":""Success""}","2021-07-14 09:40:22",Update
202493,"2021-07-14 09:39:56","2021-07-14 09:40:00",200,"{""data_failed"":[],""message"":""Success""}","2021-07-14 09:40:13",Update
202101,"2021-07-14 02:45:14","2021-07-14 02:45:34",200,"{""data_failed"":[],""message"":""Success""}","2021-07-14 02:45:47",Update
202554,"2021-07-14 09:40:01","2021-07-14 09:40:04",200,"{""data_failed"":[],""message"":""Success""}","2021-07-14 09:40:14",Update
202442,"2021-07-14 09:39:29","2021-07-14 09:39:37",200,"{""data_failed"":[],""message"":""Success""}","2021-07-14 09:39:42",Update
202463,"2021-07-13 17:49:27","2021-07-13 17:49:30",200,"{""data_failed"":[],""message"":""Success""}","2021-07-13 17:49:36","Temp Error (72,1276)"
202403,"2021-07-14 09:36:57","2021-07-14 09:37:01",200,"{""data_failed"":[],""message"":""Success""}","2021-07-14 09:38:10",Update
202401,"2021-07-13 16:21:10","2021-07-13 16:21:13",200,"{""data_failed"":[],""message"":""Success""}","2021-07-13 18:52:09","Temp Error (72,1276)"
202198,"2021-07-13 10:54:08","2021-07-13 10:54:12",200,"{""data_failed"":[],""message"":""Success""}","2021-07-13 10:54:21","Battery Power Low (66,4771)"
202581,"2021-07-12 23:13:33","2021-07-12 23:13:42",200,"{""data_failed"":[],""message"":""Success""}","2021-07-12 23:13:47","CPU Reset"
202231,"2021-07-12 16:04:00","2021-07-12 16:04:03",200,"{""data_failed"":[],""message"":""Success""}","2021-07-12 16:04:15","Temp Error (72,3000)"
202250,"2021-07-12 13:55:02","2021-07-12 13:55:06",200,"{""data_failed"":[],""message"":""Success""}","2021-07-12 13:55:22","CPU Reset"
202431,"2021-07-14 09:39:59","2021-07-14 09:40:00",200,"{""data_failed"":[],""message"":""Success""}","2021-07-14 09:40:15",Update
202220,"2021-07-11 04:38:14","2021-07-11 04:38:18",200,"{""data_failed"":[],""message"":""Success""}","2021-07-11 04:38:34","Battery Power Low (66,5613)"
202482,"2021-07-14 09:39:55","2021-07-14 09:40:15",200,"{""data_failed"":[],""message"":""Success""}","2021-07-14 09:40:23",Update
202478,"2021-07-10 10:57:08","2021-07-10 10:57:09",200,"{""data_failed"":[],""message"":""Success""}","2021-07-10 10:57:32","Battery Power Low (,0)"
202134,"2021-07-08 12:40:04","2021-07-08 12:40:06",200,"{""data_failed"":[],""message"":""Success""}","2021-07-08 12:40:15","CPU Reset"
202267,"2021-07-05 13:26:31","2021-07-05 13:26:34",200,"{""data_failed"":[],""message"":""Success""}","2021-07-05 13:26:47","CPU Reset"
202437,"2021-07-06 23:40:28","2021-07-06 23:42:16",200,"{""data_failed"":[],""message"":""Success""}","2021-07-06 23:42:20","Temp Error (72,850)"
202211,"2021-06-30 16:13:41","2021-06-30 16:13:43",200,"{""data_failed"":[],""message"":""Success""}","2021-06-30 16:14:02","CPU Reset"
202154,"2021-06-30 09:43:15","2021-06-30 09:43:18",200,"{""data_failed"":[],""message"":""Success""}","2021-06-30 09:43:24","CPU Reset"
