202227,B-9809-CXR,FM-1202,357454076229093,081553481852,Matrix
202211,B-9830-CXR,FM-1202,357454076230976,081514018128,Matrix
201210,W-8573-UT,FM-1202,357454076229192,081132264118,Halo
202267,B-9763-CXR,FMA,352094089039520,081514388979,Matrix
201252,B-9072-CEH,FMA,352094089491911,081132264114,Halo
202134,B-9638-CXR,FM-1202,357454073001768,081132021199,Halo
202212,B-9828-CXR,FM-1202,357454074587351,081132006598,Halo
201251,B-9068-CEH,FMA,352093082977280,081132242043,Halo
201216,W-9579-US,FMA,352093082647388,081132242039,Halo
202611,B-9929-CXS,FM-36,867060031256312,081132020509,Halo
202613,B-9946-CXS,FM-36,867060031231729,081132020527,Halo
202030,B-9937-CXS,FMA,352093083271170,081132021203,Halo
202112,B-9948-CXS,FMA,352093083268085,081132020513,Halo
202005,B-9950-CXS,FMA,352093080135790,081132021205,Halo
201177,W-9577-US,FMA,352093080335127,081132264107,Halo
201246,W-8575-UT,FMA,352094086946156,081132021211,Halo
202020,B-9622-CXR,FMA,352093082783860,08551838370,Matrix
202343,B-9893-CXR,FMA,352094088942229,081132020905,Halo
202478,B-9442-CXS,FM-36,864403041454845,08113694982,Halo
201248,B-9071-CEH,FMA,352094088659708,081132241194,Halo
202488,B-9430-CXS,FM-36,864403041456261,08551838327,Matrix
202520,B-9535-CXS,FM-36,864403043510024,08551838371,Matrix
202368,B-9031-CXS,FMA,352094088981367,081514019402,Matrix
202042,B-9397-CXR,FMA,352093083147305,081132023113,Halo
202286,B-9896-CXR,FMA,352094082644011,081132006562,Halo
202559,B-9718-CXS,FM-36,864403041451296,08551838440,Matrix
202492,B-9450-CXS,FM-36,867060034779534,08551838368,Matrix
202539,B-9624-CXS,FM-36,864403043510479,08551838381,Matrix
